"ENSEMBL","ENTREZID","SYMBOL","pi_C10_C18_C19","sig_pi_C1","sig_pi_C5","sig_pi_C7","chr","start_pos","end_pos","bin"
"ENSG00000183690",80258,"EFHC2",2.38483449768136,1.14906042580812,1.02140827014171,0,"X",44007128,44202918,"221&222"
"ENSG00000122952",11130,"ZWINT",2.38042203527888,0,0,0,"10",58116989,58121036,"291"
"ENSG00000274349",26149,"ZNF658",2.36973525598809,0,2.61502807468136,0,NA,NA,NA,NA
"ENSG00000004809",85413,"SLC22A16",2.35848432873522,0,0,0,"6",110745890,110797844,"554"
"ENSG00000179698",340390,"WDR97",2.35585535953031,0,0,0,"8",145162629,145173218,"726"
"ENSG00000092621",26227,"PHGDH",2.34179323182029,0,0,1.31807341605466,"1",120202421,120286838,"602"
"ENSG00000133477",113828,"FAM83F",2.33352237826172,0,0,0,"22",40390953,40439533,"202&203"
"ENSG00000020577",23034,"SAMD4A",2.33255391031821,0,0,0,"14",55033815,55260033,"276&277"
"ENSG00000118257",8828,"NRP2",2.33055930915755,0,1.35763306367822,0,"2",206546714,206662857,"1033&1034"
"ENSG00000164512",79722,"ANKRD55",2.3277264504091,2.00932821036761,0,0,"5",55395507,55529186,"277&278"
"ENSG00000108556",1145,"CHRNE",2.32652471180691,4.44388789003077,0,0,"17",4801069,4806369,"25"
"ENSG00000172058",8293,"SERF1A",2.32410565429576,0,0,0,"5",70196492,70214357,"351&352"
"ENSG00000205238",441273,"SPDYE2",2.31812050307047,0,0,0,"7",102191679,102202755,"511&512"
"ENSG00000033122",57554,"LRRC7",2.29723554534023,1.96065769009133,0,0,"1",70034081,70617628,"351&352&353&354"
"ENSG00000130513",9518,"GDF15",2.2912378406557,0,0,0,"19",18485541,18499986,"93"
"ENSG00000114638",7348,"UPK1B",2.27752864041051,0,0,0,"3",118892364,118924000,"595"
"ENSG00000268041",390937,"LOC390937",2.27725925692658,0,2.33447132208438,0,"19",42412671,42414249,"213"
"ENSG00000132517",55065,"SLC52A1",2.27016071233291,0,0,0,"17",4935895,4955304,"25"
"ENSG00000167618",3904,"LAIR2",2.26949661259136,1.61204756003985,0,0,"19",55009100,55021897,"276"
"ENSG00000166803",9768,"PCLAF",2.26848619238222,0,0,0,"15",64657193,64679886,"324"
"ENSG00000162594",149233,"IL23R",2.26689211058537,0,0,0,"1",67632083,67725662,"339"
"ENSG00000129422",57509,"MTUS1",2.2609342071583,0,0,0,"8",17501304,17658426,"88&89"
"ENSG00000183117",64478,"CSMD1",2.25689561017965,1.99221822558136,0,0,"8",2792875,4852494,"14&15&16&17&18&19&20&21&22&23&24&25"
"ENSG00000177380",8541,"PPFIA3",2.25197571265388,0,0,0,"19",49622646,49654283,"249"
"ENSG00000277277",102723451,"FAM243B",2.24869731127186,0,0,0,NA,NA,NA,NA
"ENSG00000117318",3399,"ID3",2.23240378156534,0,0,0,"1",23884409,23886285,"120"
"ENSG00000255330",387104,"SOGA3",2.21222997244215,2.8703591924557,0,0,"6",127759551,127840146,"639&640"
"ENSG00000137941",79739,"TTLL7",2.2042374611804,1.85755648307775,2.14211314507586,0,"1",84330711,84464833,"422&423"
"ENSG00000143630",57657,"HCN3",2.19006408907711,0,0,0,"1",155247374,155259639,"777"
"ENSG00000147813",93100,"NAPRT",2.18636034828509,0.996311177924264,0,0,"8",144656955,144660819,"724"
"ENSG00000276368",8331,"HIST1H2AJ",2.18545362609213,0,0,1.05659426965527,NA,NA,NA,NA
"ENSG00000128218",29802,"VPREB3",2.17900576619537,0,2.2842266498346,0,"22",24094930,24096655,"121"
"ENSG00000168502",23255,"MTCL1",2.17767832516143,0,0,1.78973872607117,"18",8705659,8832776,"44&45"
"ENSG00000213648",445329,"SULT1A4",2.17255016462484,2.19314768078467,3.33904863803475,0,"16",29467127,29476300,"148"
"ENSG00000135541",54806,"AHI1",2.16949755865265,1.43057574562138,0,0,"6",135604670,135818914,"679&680"
"ENSG00000140675",6524,"SLC5A2",2.16525113720315,0,0,0,"16",31494323,31502181,"158"
"ENSG00000183281",5343,"PLGLB1",2.16456220287971,0,0,0,"2",87229682,87248975,"437"
"ENSG00000143195",387597,"ILDR2",2.16260621015392,0,0,0,"1",166882443,166944719,"835"
"ENSG00000284713",NA,NA,2.12985129036972,0,0,3.18268128074042,NA,NA,NA,NA
"ENSG00000154274",55286,"C4orf19",2.12604087435093,0,0,0,"4",37455563,37625117,"188&189"
"ENSG00000174482",158038,"LINGO2",2.12218500290413,0,0,0,"9",27948076,28670283,"140&141&142&143&144"
"ENSG00000151090",7068,"THRB",2.12046140824216,0,0,0,"3",24158651,24536773,"121&122&123"
"ENSG00000185897",2865,"FFAR3",2.11857413360829,0,0,0,"19",35849362,35851387,"180"
"ENSG00000111057",3875,"KRT18",2.10719266413265,2.34575893653888,5.45689445316976,0,"12",53342655,53346685,"267"
"ENSG00000120903",1135,"CHRNA2",2.10286058018737,1.56518416779864,0,0,"8",27317279,27337400,"137"
"ENSG00000105971",858,"CAV2",2.10098142666573,0,0,0,"7",115927434,116148595,"580&581"
"ENSG00000109762",83891,"SNX25",2.07790001576077,0.917163204559667,0,0,"4",186125391,186291339,"931&932"
"ENSG00000158286",388591,"RNF207",2.06608427539011,0,0,0,"1",6265535,6281359,"32"
"ENSG00000269313",79917,"MAGIX",2.06423227668383,2.41226869835672,0,0,"HG1436_HG1432_PATCH",49022242,49026896,"246"
"ENSG00000260286",101928603,"ARMH2",2.05900175251946,2.84272328746123,0,0,"6",24797549,24799117,"124"
"ENSG00000168955",79853,"TM4SF20",2.05682432900452,0,0,0,"2",228226872,228246711,"1142"
"ENSG00000050165",27122,"DKK3",2.05495095991095,0,0,0,"11",11984653,12031316,"60&61"
"ENSG00000186395",3858,"KRT10",2.05162736444746,1.27639394142815,0,0,"17",38974369,38978847,"195"
"ENSG00000188171",199777,"ZNF626",2.05092538641043,0,0,0,"19",20802867,20844402,"105"
"ENSG00000133216",2048,"EPHB2",2.04153743877126,0,0,0,"1",23037332,23241818,"116&117"
"ENSG00000129810",151648,"SGO1",2.03964715237057,1.85245390604261,1.76588233101914,0,"3",20202085,20227784,"102"
"ENSG00000260537",NA,NA,2.0294459099624,2.52895098563849,0,0,"16",70333097,70400163,"352&353"
"ENSG00000160223",23308,"ICOSLG",2.02332924062193,1.32959616996007,0,0,"21",45642874,45660849,"229"
"ENSG00000174807",57124,"CD248",2.02260144334352,0,0,0,"11",66081958,66084515,"331"
"ENSG00000064270",9914,"ATP2C2",2.01297885443153,1.69511593612331,0,0,"16",84402133,84497793,"423"
"ENSG00000261739",653061,"GOLGA8S",2.01097868147214,0,0,0,"15",23599895,23612378,"118&119"
"ENSG00000148143",58499,"ZNF462",1.9939697324146,0,0,0,"9",109625378,109775915,"549"
"ENSG00000137757",838,"CASP5",1.98783267393467,0.882487892330808,1.70587184537021,0,"11",104864962,104893895,"525"
"ENSG00000161692",80174,"DBF4B",1.98155538391345,0,0,0,"17",42785976,42829632,"214&215"
"ENSG00000239920",NA,NA,1.97048370388684,0,0,0,"11",5593552,5646126,"28&29"
"ENSG00000168032",956,"ENTPD3",1.96004520055528,0,0,0,"3",40428647,40470110,"203"
"ENSG00000162174",80150,"ASRGL1",1.95601311268923,0,0,0.742926471535239,"11",62104920,62160882,"311"
"ENSG00000010319",56920,"SEMA3G",1.94523238297616,0,0,0,"3",52467069,52479101,"263"
"ENSG00000078081",27074,"LAMP3",1.9399185878083,0,0,0,"3",182840001,182881627,"915"
"ENSG00000175063",11065,"UBE2C",1.93852439938252,0,0,0,"20",44441215,44445596,"223"
"ENSG00000205089",645121,"CCNI2",1.93522597924311,1.28679191898073,1.87811999659939,0,"5",132083137,132089856,"661"
"ENSG00000065833",4199,"ME1",1.93425051188882,0,1.78031645054989,1.34002465855095,"6",83920108,84140797,"420&421"
"ENSG00000123358",3164,"NR4A1",1.93270515064456,0,0,0,"12",52416616,52453291,"263"
"ENSG00000198963",6096,"RORB",1.93251665056318,1.5054265049782,0,2.04267385344914,"9",77112281,77308093,"386&387"
"ENSG00000198520",339541,"ARMH1",1.92487147966866,0,0,0,"1",45140364,45191263,"226"
"ENSG00000099377",80270,"HSD3B7",1.91892012704038,2.07342067810384,0,0,"16",30996519,31000473,"155&156"
"ENSG00000127329",5787,"PTPRB",1.906852560037,1.95466330359675,0,0,"12",70910630,71031220,"355&356"
"ENSG00000137962",9411,"ARHGAP29",1.90565830032397,0,0,0,"1",94614544,94740624,"474"
"ENSG00000171680",57449,"PLEKHG5",1.90253381520174,0,0,0,"1",6526152,6580121,"33"
"ENSG00000154380",55740,"ENAH",1.89825023470581,2.53479252693708,0,2.89435122038043,"1",225674537,225840844,"1129&1130"
"ENSG00000263874",100505576,"LINC00672",1.89463383163995,0,0,0,"17",37081421,37084310,"186"
"ENSG00000105426",5802,"PTPRS",1.88878144771959,2.86257378331924,0,0.763322965913288,"19",5158506,5340814,"26&27"
"ENSG00000167244",3481,"IGF2",1.88832438904879,0,0,0,"11",2150342,2170833,"11"
"ENSG00000102796",79758,"DHRS12",1.88537866932376,0.920544734753006,0,0,"13",52342129,52378293,"262"
"ENSG00000126709",2537,"IFI6",1.8699102213659,0,0,0,"1",27992572,27998729,"140"
"ENSG00000108679",3959,"LGALS3BP",1.86724311523478,0,1.80944540399753,0,"17",76967320,76976191,"385"
"ENSG00000189051",643904,"RNF222",1.85351154584169,0,0,0,"17",8294022,8301144,"42"
"ENSG00000121594",941,"CD80",1.85231659431037,0,0,0,"3",119243140,119278449,"597"
"ENSG00000214435",57412,"AS3MT",1.85155528795313,0,2.7304111898395,2.36519915568449,"10",104629273,104661656,"524"
"ENSG00000112053",116369,"SLC26A8",1.85010914590553,1.64337356053944,1.7918956530328,0,"6",35911291,35992645,"180"
"ENSG00000156510",80201,"HKDC1",1.84710271983195,0,0,1.08532023619413,"10",70980059,71027315,"355&356"
"ENSG00000137571",81796,"SLCO5A1",1.84693512416067,0,0,0,"8",70579282,70747299,"353&354"
"ENSG00000163568",9447,"AIM2",1.84569605677691,0,1.81050842736155,0,"1",159032274,159116886,"796"
"ENSG00000104432",3574,"IL7",1.84328220659786,2.52894468949091,0,0,"8",79587978,79717758,"398&399"
"ENSG00000173705",26032,"SUSD5",1.83993247230037,0,0,0,"3",33191537,33260707,"166&167"
"ENSG00000147536",84296,"GINS4",1.83991850614936,0,0,0,"8",41386725,41402565,"207&208"
"ENSG00000113368",4001,"LMNB1",1.83848914817505,1.64750566963739,1.57605301235867,0,"5",126112315,126172712,"631"
"ENSG00000108924",3131,"HLF",1.83699229795004,0,0,0,"17",53342373,53402426,"267&268"
"ENSG00000185745",3434,"IFIT1",1.83652052992094,0,0,0,"10",91152303,91163745,"456"
"ENSG00000196421",284739,"C20orf204",1.83158265143167,0,0,0,"20",62665697,62671315,"314"
"ENSG00000104177",50804,"MYEF2",1.83120689342264,2.51745652495089,0,1.49720901994505,"15",48431625,48470714,"243"
"ENSG00000283580",79078,"C1orf50",1.83051970028843,0,0,1.31687944778134,NA,NA,NA,NA
"ENSG00000152766",118932,"ANKRD22",1.82685774960166,0,2.6821909614324,0,"10",90581889,90611575,"453&454"
"ENSG00000105996",3199,"HOXA2",1.81961025360606,0,0,0,"7",27139721,27142430,"136"
"ENSG00000136689",3557,"IL1RN",1.80726151854981,0,1.65095982620939,0,"2",113864791,113891593,"570"
"ENSG00000107281",56654,"NPDC1",1.80708995739252,0,0,0,"9",139933922,139940655,"700"
"ENSG00000115183",85461,"TANC1",1.80376328951593,0,0,0,"2",159825146,160089170,"800&801"
"ENSG00000181652",285973,"ATG9B",1.80231034694631,0,0,0,"7",150709297,150721586,"754"
"ENSG00000164114",79884,"MAP9",1.80150178292749,0,0,1.42706419070781,"4",156263810,156298122,"782"
"ENSG00000164741",10395,"DLC1",1.79538669426764,0,0,0,"8",12940870,13373167,"65&66&67"
"ENSG00000170365",4086,"SMAD1",1.79108475835958,1.88284680936874,2.92517462328825,0,"4",146402346,146479231,"733"
"ENSG00000019144",23187,"PHLDB1",1.790805388958,0,0,0,"11",118477155,118528741,"593"
"ENSG00000165948",122509,"IFI27L1",1.79037913260112,0,0,0,"14",94547628,94570192,"473"
"ENSG00000142627",1969,"EPHA2",1.78608487314365,2.1726970115965,0,0,"1",16450832,16482582,"83"
"ENSG00000120725",64374,"SIL1",1.78518323294147,0,0,0,"5",138282409,138629246,"692&693&694"
"ENSG00000103426",100529144,"CORO7-PAM16",1.78416482477113,0,0,1.2729182549279,"16",4390252,4470495,"22&23"
"ENSG00000173269",79812,"MMRN2",1.784071085574,1.39285144120032,1.47822361927481,0,"10",88695297,88729238,"444"
"ENSG00000145244",10699,"CORIN",1.78301683325874,0,0,1.38489400654167,"4",47596015,47840123,"238&239&240"
"ENSG00000278224",29964,"PRICKLE4",1.78073817827459,0,0,0,NA,NA,NA,NA
"ENSG00000133962",79820,"CATSPERB",1.77974153072587,1.2708457771746,0,0,"14",92047040,92247051,"461&462"
"ENSG00000179909",7710,"ZNF154",1.76888609320354,0,0,0.877196204866299,"19",58208735,58220579,"292"
"ENSG00000134765",1823,"DSC1",1.75649135013956,0,0,0,"18",28709199,28742819,"144"
"ENSG00000267022",NA,NA,1.7555727886401,2.63671979970185,0,0,"19",44529506,44591471,"223"
"ENSG00000157456",9133,"CCNB2",1.75231106786063,0,0,0,"15",59397277,59417244,"297&298"
"ENSG00000168781",9677,"PPIP5K1",1.75151103968756,0.747411786105071,0,0,"15",43825660,43882430,"220"
"ENSG00000179921",151306,"GPBAR1",1.75038633350833,0,1.21252248793198,0,"2",219124219,219128582,"1096"
"ENSG00000164106",11341,"SCRG1",1.73905522090633,0,0,0,"4",174305852,174327531,"872"
"ENSG00000110057",81622,"UNC93B1",1.73759381350994,0,0,0,"11",67758575,67772452,"339"
"ENSG00000183628",8214,"DGCR6",1.73303195523257,0,0,0,"22",18893541,18901751,"95"
"ENSG00000105173",898,"CCNE1",1.72590546101253,0,0,0,"19",30302805,30315215,"152"
"ENSG00000154262",23460,"ABCA6",1.72534020185094,0,0,0,"17",67074843,67138029,"336"
"ENSG00000157240",8321,"FZD1",1.72265103593166,0,0,0,"7",90893783,90898123,"455"
"ENSG00000105289",27134,"TJP3",1.72141355276363,0,0,0,"19",3708107,3750811,"19"
"ENSG00000051180",5888,"RAD51",1.71783096760429,0,0,0,"15",40986972,41024354,"205&206"
"ENSG00000168062",116071,"BATF2",1.71528107828461,0,0,0,"11",64755415,64764517,"324"
"ENSG00000007312",974,"CD79B",1.71214075567531,0,1.35292121922865,0,"17",62006100,62009714,"311"
"ENSG00000185507",3665,"IRF7",1.71160723040843,0,0,0,"11",612553,615999,"4"
"ENSG00000169116",25849,"PARM1",1.71099502190681,0,0,0.638266869299359,"4",75858305,75975325,"380"
"ENSG00000259024",100533496,"TVP23C-CDRT4",1.70975446926887,0,0,0,"17",15339338,15466875,"77&78"
"ENSG00000151065",196513,"DCP1B",1.70869788939278,1.38311619791284,0,0,"12",2055220,2113701,"11"
"ENSG00000186765",25794,"FSCN2",1.70637226913519,0,0,0,"17",79495422,79504156,"398"
"ENSG00000138772",306,"ANXA3",1.70509527238947,1.79626925580183,3.12131804881719,0,"4",79472673,79531597,"398"
"ENSG00000218819",100129278,"TDRD15",1.70318840663156,0,0,0,"2",21346789,21366144,"107"
"ENSG00000100884",9362,"CPNE6",1.69723607442751,0,0,0,"14",24540046,24547309,"123"
"ENSG00000158220",83850,"ESYT3",1.69619594059154,2.04814511879511,1.48933742983122,0,"3",138153428,138200528,"691&692"
