ENSEMBL,ENTREZID,SYMBOL,gene_type,logFC_C1,logFC_C5,logFC_C7,P.Value_C1,P.Value_C5,P.Value_C7,pi_value_C1,pi_value_C5,pi_value_C7,pi_value_C1_C5_C7
ENSG00000108556,1145,CHRNE,protein_coding,1.62835641036014,0.738219007082804,0.184909563489726,0.00186610722728033,0.131989366089695,0.624497279283043,4.44388789003077,0.649234868218589,0.0378083566272906,4.44388789003077
ENSG00000257767,NA,NA,protein_coding,-1.70760748192366,-0.783503306475451,-2.30088778461126,0.170040763846711,0.494951515953962,0.0347061244502511,1.31391337352662,0.239311166781051,3.35836172954931,4.41259638959482
ENSG00000156564,57497,LRFN2,protein_coding,2.08896829261147,1.08909916521412,0.498191625764241,0.00800974910869512,0.182032867957141,0.383262279829461,4.37927362041959,0.805770222655345,0.207498765707231,4.37927362041959
ENSG00000244693,100142659,CTAGE8,protein_coding,-0.139178004347353,0.969236453069155,2.52807381371502,0.909358659946558,0.491469720291567,0.0186365916856056,0.00574315153955126,0.299012580398336,4.37264118336146,4.37264118336146
ENSG00000256436,259290,TAS2R31,protein_coding,-0.206128194761162,1.23581610402492,-0.663486560261475,0.5174999832343,0.00218153771925302,0.0114937121727041,0.0589711451434927,3.2887998793066,1.28685851258841,4.23222012088544
ENSG00000255330,387104,SOGA3,protein_coding,-1.9120612076088,0.552415293136643,-1.07558745569931,0.0315365491346116,0.424071577442804,0.0433727322279916,2.8703591924557,0.205808302486648,1.46579253517441,4.2073510775708
ENSG00000260286,101928603,ARMH2,protein_coding,-2.10061383399176,-1.49942686225301,-0.0483693192414998,0.0443320496569349,0.105921558206188,0.943163962908778,2.84272328746123,1.46196464019629,0.00122919990537258,4.15596092813089
ENSG00000155542,133383,SETD9,protein_coding,2.0689191932435,-0.0257224887329419,0.0131233987071438,0.0103811061398319,0.973688275606923,0.978800757928044,4.10423162564424,0.000297867947362868,0.000122122451073486,4.10423162564424
ENSG00000162526,81629,TSSK3,protein_coding,1.75101273289916,0.247662137119905,0.113421617385417,0.00499896853161414,0.70279156247782,0.822927047496282,4.02928971446699,0.0379352667423081,0.00959985408462036,4.02928971446699
ENSG00000124882,2069,EREG,protein_coding,1.46387955023515,0.467584640319924,1.49298044838457,0.0492460931956284,0.516129398051629,0.0392405203699266,1.91421020671397,0.134309668285871,2.09952651163754,4.01893507784316
ENSG00000265118,NA,NA,protein_coding,2.02114881447853,-0.364842246747959,-1.40725433262498,0.0403104978388825,0.70484023096524,0.0976962981970859,2.8186574290346,0.0554229358485107,1.42149840869836,4.00671705003849
ENSG00000250264,NA,NA,protein_coding,0.375080433276479,1.20759979689793,-1.81895815923081,0.570851159376432,0.132757114355645,0.00887450761717611,0.0913235008769387,1.05899521790466,3.73223972800096,3.95242402402679
ENSG00000267022,NA,NA,protein_coding,-2.31226062960946,-0.282842173580607,-1.38011913707487,0.0723900383979478,0.756764831102769,0.0822249766660468,2.63671979970185,0.0342349505272354,1.49742407598284,3.9482877096942
ENSG00000100433,54207,KCNK10,protein_coding,1.89304708732797,0.210732007936786,-0.294076381330471,0.00922362185361734,0.710355017985566,0.532372460990631,3.85253730750212,0.0312988760831157,0.0805135309588361,3.85253730750212
ENSG00000184659,349334,FOXD4L4,protein_coding,-1.82226381896413,-0.17750051563482,-0.129265753833795,0.00797937463714324,0.775860859354876,0.76315073059528,3.82316624481255,0.0195634246768753,0.0151744649183861,3.82316624481255
ENSG00000184986,80757,TMEM121,protein_coding,-0.424710645237603,0.564482517493107,-1.5468074155502,0.456817219623755,0.370799058825684,0.00374690642238873,0.144510996735437,0.243213714704216,3.75306083299046,3.75306083299046
ENSG00000130489,9997,SCO2,protein_coding,0.467169425024348,0.421217127635316,-1.62465539689975,0.420695730622267,0.498961808206481,0.00512509132792874,0.175670604338481,0.127179222568348,3.72094564173679,3.72094564173679
ENSG00000284922,NA,NA,protein_coding,0.557723670501112,-1.22383746911573,-1.91283614895709,0.539961510476073,0.142035512067235,0.0135913421292351,0.149267599562799,1.03732838213568,3.57076326724624,3.70405408300206
ENSG00000100362,5816,PVALB,protein_coding,0.471040550327345,1.96922926346374,0.0931309421832576,0.570501483188239,0.0142620697555266,0.887245976696024,0.114812941507944,3.6348377252571,0.00483870763040777,3.6348377252571
ENSG00000261611,NA,NA,protein_coding,-0.26777993582834,-1.57127684699953,0.325049006697174,0.591154759436267,0.00490812958245364,0.430327957766017,0.0611338405639023,3.62821019512143,0.119033088473039,3.62821019512143
ENSG00000260861,NA,NA,protein_coding,1.88566394025552,0.326403989426264,-0.0437059096079923,0.012522569195171,0.600254181471387,0.934318325097133,3.58711088327382,0.0723522769585915,0.00128954868051133,3.58711088327382
ENSG00000214967,101059938,NPIPA7,protein_coding,-0.118734642358257,-1.75053292612511,-1.76892397720068,0.888220989364049,0.109341869876275,0.063523766209518,0.00611233689235215,1.68263588678639,2.11751478956828,3.56300637572853
ENSG00000285942,255252,LRRC57,protein_coding,0.604770026726761,0.391073883606873,2.18289333069251,0.618188092518375,0.705013727476606,0.0243097929587198,0.126323978870762,0.0593659645440073,3.52366732168002,3.52366732168002
ENSG00000186049,319101,KRT73,protein_coding,2.29176062072733,1.28292054023945,0.514827503700035,0.0314763343406527,0.303733022182851,0.465427509027762,3.44226077736836,0.663921628247222,0.170998900666053,3.44226077736836
ENSG00000180509,3753,KCNE1,protein_coding,1.240232993234,0.343921093277042,0.367178859507105,0.00191111265651762,0.392136456905956,0.21544053840631,3.37183844396494,0.139825515607074,0.244788075478569,3.37183844396494
ENSG00000146955,401409,RAB19,protein_coding,1.55405672284177,0.581478164702912,-0.0359805079551709,0.00684940079834452,0.315346105977214,0.924761802714265,3.36351865853272,0.291444140607252,0.00122226206806562,3.36351865853272
ENSG00000106089,6804,STX1A,protein_coding,1.03990950049072,0.0809462516093767,0.352956246319977,0.000582921612374376,0.77610822548435,0.140783882709536,3.36347272550664,0.00891037831173272,0.300523558754849,3.36347272550664
ENSG00000185527,5148,PDE6G,protein_coding,0.732432953072068,1.45672157052265,0.929748287821005,0.206466155373585,0.0128584712733548,0.0493811423512737,0.501827264849659,2.75438467571028,1.21465930029522,3.34563896294214
ENSG00000088827,6614,SIGLEC1,protein_coding,1.38444439448831,0.177275217285454,-1.5567726890323,0.0996446433219006,0.830014294071163,0.0307643499303178,1.38658480513292,0.0143441228703893,2.35376598142419,3.26369614468157
ENSG00000177602,83903,HASPIN,protein_coding,1.2387581521593,1.04227742829842,-0.40494901459187,0.0154895823609051,0.0424707355689733,0.366761922253611,2.24210306653008,1.42991105305088,0.176402172645264,3.20600795691064
ENSG00000149571,84623,KIRREL3,protein_coding,1.48863234559589,0.399456346925725,0.190193828941847,0.0071837929131953,0.534422495828527,0.650016252820012,3.19110106419969,0.108698171329148,0.0355806597081751,3.19110106419969
ENSG00000185198,400668,PRSS57,protein_coding,0.681750264680953,-0.51305017033892,1.54194230843182,0.430234721981723,0.589813683773942,0.00964426379917092,0.249721401580456,0.11763478832368,3.10814078625391,3.10814078625391
ENSG00000111319,6337,SCNN1A,protein_coding,0.103227262434884,1.24949208689803,-0.807906740702368,0.815000928788026,0.0104500446491159,0.0287384922639093,0.00917090574775635,2.47509620161761,1.24541734193871,3.0825277324612
ENSG00000135547,23493,HEY2,protein_coding,-1.5426001104339,-1.39270252128971,0.81240061552448,0.034526933757494,0.105462557182971,0.222010032414257,2.25503761280844,1.36053346399218,0.531007301894297,3.06805413478692
ENSG00000143473,3756,KCNH1,protein_coding,-0.0697385066825456,-0.183082170752144,-1.52421937649112,0.918220915361069,0.758303800658764,0.0104467819531164,0.00258400826812167,0.0219985617880391,3.01950521273235,3.01950521273235
ENSG00000020577,23034,SAMD4A,protein_coding,0.106964312585645,-0.0151800598796221,-0.979209873080518,0.747260722525585,0.962565208187964,0.000826772683821316,0.0135339639104311,0.000251531161886243,3.01852594686877,3.01852594686877
ENSG00000144130,284958,NT5DC4,protein_coding,1.67762547219197,0.142017380288201,0.042120994252975,0.0160459373046188,0.841425568322735,0.952647650546908,3.01072523666428,0.0106490731743498,0.000887392440137359,3.01072523666428
ENSG00000184916,3714,JAG2,protein_coding,1.88297611399499,0.142666721033253,-0.556963388352966,0.025540500397051,0.849364903174972,0.408587787926504,2.9991489914146,0.0101158820906396,0.21649981069763,2.9991489914146
ENSG00000154175,25890,ABI3BP,protein_coding,-1.1399188090059,-0.406045535951545,-0.645198058783836,0.00435851511352905,0.210576607722561,0.0206362602605212,2.69096238139366,0.274726298351613,1.08739680940957,2.92614390776863
ENSG00000112232,202559,KHDRBS2,protein_coding,0.686194877322431,1.46061137183054,0.0547542376426441,0.237055243790154,0.010007533859527,0.885633958646709,0.428975024961862,2.92074502416797,0.00288805274275634,2.92074502416797
ENSG00000197653,196385,DNAH10,protein_coding,1.64889927423813,-0.0113234384813509,0.212783666532549,0.0169487804348715,0.985527587477743,0.616120306867894,2.91997231862964,7.16911143186816e-05,0.0447557412029888,2.91997231862964
ENSG00000105426,5802,PTPRS,protein_coding,1.17196192911585,0.386930957472037,0.0319398297908875,0.00360953750415018,0.317840301240418,0.913424247329451,2.86257378331924,0.192610762312021,0.00125611250624885,2.86257378331924
ENSG00000258790,NA,NA,protein_coding,-0.0375225407491671,-2.71958163961171,-0.665473972378821,0.977941658812347,0.0907630266752748,0.595617390528365,0.000363482848426761,2.83405163233078,0.149753358486565,2.83405163233078
ENSG00000170486,140807,KRT72,protein_coding,1.86851454713547,1.65296815801398,0.430445750515452,0.0552910202442819,0.187947670222304,0.549916688704554,2.34936816370921,1.19999381113378,0.111788095911718,2.81922725652579
ENSG00000184434,64922,LRRC19,protein_coding,-0.829204289978746,-1.20934549136455,0.333012112621779,0.0530365242869225,0.00650407576431393,0.3304555655196,1.05758783583092,2.64461414524868,0.160141172278847,2.79691175048139
ENSG00000166762,117155,CATSPER2,protein_coding,-1.1115061287607,0.055364823774692,0.565455390966156,0.00311097619079504,0.883115170275315,0.0586277176876419,2.78666069745837,0.00298874016984207,0.696582806602013,2.78666069745837
ENSG00000183793,100288332,NPIPA5,protein_coding,-0.296758126426011,2.42157067180435,1.32450276772454,0.814089201118045,0.108745677073008,0.126463385651659,0.0265088117363205,2.33339643657807,1.18945010198682,2.77545862946346
ENSG00000115138,5443,POMC,protein_coding,1.27623850616016,0.352886093944717,0.19136445556812,0.00703481697048449,0.40137790033289,0.555884159904117,2.74741886736409,0.139900472097596,0.0488009408108342,2.74741886736409
ENSG00000102001,778,CACNA1F,protein_coding,1.39193498943969,0.420708032224079,0.0930478095202039,0.0111036292906513,0.47845296795109,0.837590219185422,2.72058571881232,0.134694197885724,0.0071617412733296,2.72058571881232
ENSG00000172296,55304,SPTLC3,protein_coding,1.28538597408839,1.13454715459796,0.202077923761698,0.0421678453862493,0.0453625529461273,0.656877860940802,1.76742960865043,1.52404004263201,0.03688232805761,2.69363349611668
ENSG00000125618,7849,PAX8,protein_coding,2.31480253076429,1.17360309794845,-0.408205136411898,0.0689868570763192,0.436139137614229,0.602474645626186,2.68802656942007,0.42293714541624,0.0898301224091011,2.68802656942007
ENSG00000179761,51268,PIPOX,protein_coding,1.02680959563863,-0.210500334976017,-0.271140167771696,0.00251664129719423,0.53839775582416,0.319099462971888,2.66886161048665,0.0566028578493156,0.134505567712961,2.66886161048665
ENSG00000160201,7307,U2AF1,protein_coding,-2.30225345071752,0.662186437454238,0.715877759948429,0.0717681889825567,0.57063389897516,0.539988224687046,2.63393453016575,0.161336714252397,0.191580135405874,2.63393453016575
ENSG00000143195,387597,ILDR2,protein_coding,0.360647710629326,-1.38206889947316,-0.11996555624333,0.573776229136452,0.0124501804014418,0.808442172770976,0.0870089463002404,2.63259850090831,0.011078943809749,2.63259850090831
ENSG00000187498,1282,COL4A1,protein_coding,1.01768089579064,-1.66533531992992,0.658990508196958,0.176017183173722,0.0262641097860631,0.346841871282722,0.767784195607022,2.63229114848472,0.303048962900679,2.63229114848472
ENSG00000281028,55300,PI4K2B,protein_coding,1.77222408661662,-1.41979006561754,-1.02011610264936,0.0331159467649311,0.238111840961199,0.259586084785135,2.62282576438424,0.884840155147664,0.597500967091175,2.62282576438424
ENSG00000203852,333932,HIST2H3A,protein_coding,0.672657509327519,-2.31545260019108,-1.21984843748427,0.479470536142857,0.0737747986134989,0.154411850937434,0.21473788869787,2.6213052894334,0.989686667141647,2.6213052894334
ENSG00000142494,55244,SLC47A1,protein_coding,1.63994283621033,-0.227779570431331,-0.944804822821399,0.0253575050142064,0.719685580573613,0.126165016067906,2.61717407982322,0.0325399513375492,0.849437218562778,2.61717407982322
ENSG00000163221,6283,S100A12,protein_coding,1.44236619015147,0.0025130923265575,0.141686365191932,0.0154107991686371,0.996515761915175,0.769514807381628,2.61381971868161,3.80941486648757e-06,0.0161215023606437,2.61381971868161
ENSG00000203546,NA,NA,protein_coding,-2.39137468894981,1.78142120717028,-0.321439280268748,0.18542039509142,0.147716086575515,0.802971013447059,1.75010962570283,1.47959894288789,0.0306332058685897,2.58946035212784
ENSG00000196826,NA,NA,protein_coding,-1.25934746384596,2.68567590622612,-0.654755514313779,0.410132686971284,0.109301694851565,0.67391418768357,0.487462696210765,2.58193658163635,0.112222083592116,2.58193658163635
ENSG00000260170,NA,NA,protein_coding,-2.7799905546742,-1.38701907885601,-0.738413520948988,0.119499669029614,0.236469934819886,0.584791157165795,2.56491185261993,0.868584730423291,0.172049761955049,2.56491185261993
ENSG00000198892,149345,SHISA4,protein_coding,-1.55170757095234,-0.216794373178498,-0.174385513208091,0.0223750099790089,0.678713545027158,0.706719336824019,2.56068487795805,0.036489416162598,0.0262891437407006,2.56068487795805
ENSG00000000971,3075,CFH,protein_coding,-1.59752194912497,-0.361315699210914,-0.295291272810684,0.0255449253894854,0.593346604864562,0.603890952019269,2.54436579818339,0.0819072116766603,0.0646810366281022,2.54436579818339
ENSG00000160062,653121,ZBTB8A,protein_coding,0.100657392101835,-1.42705978628702,0.558860452116303,0.837053590407031,0.0166953338569956,0.160083276935057,0.00777545503678702,2.53646304521671,0.444659573275804,2.53646304521671
ENSG00000154380,55740,ENAH,protein_coding,-1.55061115446976,0.456997555658895,-0.152439287542694,0.0231896682600576,0.413402537403597,0.729563164448069,2.53479252693708,0.175316538248929,0.0208745942060019,2.53479252693708
ENSG00000260537,NA,NA,protein_coding,2.18735785507247,-0.372909704220026,-0.208432216103336,0.0697963951132718,0.779450811759821,0.831010885585644,2.52895098563849,0.0403530387744987,0.0167565510243193,2.52895098563849
ENSG00000104432,3574,IL7,protein_coding,-1.41868783754679,-0.136411821538533,0.00581701883197983,0.0164970319321354,0.792658482960467,0.989110722803466,2.52894468949091,0.013765847312598,2.76604480151582e-05,2.52894468949091
ENSG00000280987,9782,MATR3,protein_coding,-3.42248265769601,-1.63786097095392,0.0259885697279917,0.182750573220627,0.423111561518811,0.984650338613368,2.52627563440513,0.61181495232513,0.000174590312528239,2.52627563440513
ENSG00000104177,50804,MYEF2,protein_coding,-0.92880873188127,-0.0904713278712763,0.0137025428401087,0.00194798514008971,0.745979254099118,0.950430058192093,2.51745652495089,0.0115145799495117,0.000302549915110637,2.51745652495089
ENSG00000259040,100526836,BLOC1S5-TXNDC5,protein_coding,-0.778044820202741,-2.8375459971091,0.83915969720249,0.708127626357433,0.130907800823563,0.685887042105974,0.116619941502451,2.5056509341081,0.137410220136375,2.5056509341081
ENSG00000148935,2620,GAS2,protein_coding,-0.584148759243457,1.45254222552316,0.145480901491976,0.310055315626096,0.0190180374388689,0.736986813823874,0.29707517121757,2.49958448676287,0.0192820797781806,2.49958448676287
ENSG00000258644,100529257,SYNJ2BP-COX16,protein_coding,0.644721132240103,-1.97003809436554,0.415600177351672,0.428954747599743,0.0546414298890046,0.655027746760605,0.236992087529837,2.48712964357704,0.0763625025328574,2.48712964357704
ENSG00000163380,56203,LMOD3,protein_coding,-1.03287930356486,-0.00607798924109818,0.119629932641608,0.00391191574817845,0.984918992724721,0.616102896167891,2.48677106401791,4.01116154517141e-05,0.0251637674951636,2.48677106401791
ENSG00000091536,51168,MYO15A,protein_coding,1.45581410591792,-0.344281856042912,0.300530753392586,0.0204148148767668,0.580198259449684,0.538363121311528,2.46040525939883,0.0813963483775121,0.0808201419739081,2.46040525939883
ENSG00000099958,91319,DERL3,protein_coding,1.54785800502151,-0.0187459517065449,-0.178600600588713,0.0261816416715378,0.973211206231956,0.67807026406695,2.44871620146036,0.000221069114068444,0.0301344400311241,2.44871620146036
ENSG00000143546,6279,S100A8,protein_coding,1.2009072201657,0.0828527129475205,0.00533069321087787,0.00933449011791409,0.848861257306195,0.98913716698885,2.43773285441967,0.00589607143219215,2.52860320756217e-05,2.43773285441967
ENSG00000075218,51512,GTSE1,protein_coding,1.41792567537429,0.139489086920869,0.281923942677821,0.0192482215318596,0.786641123339209,0.536292939297338,2.43260660524626,0.0145380204384649,0.0762880327165921,2.43260660524626
ENSG00000204983,5644,PRSS1,protein_coding,1.19730826183785,1.19397994343662,-0.0221446041247709,0.0409234560210445,0.059835620767071,0.958944822967968,1.66189702912069,1.4602854676292,0.000403173102428384,2.42684408032109
ENSG00000189337,23254,KAZN,protein_coding,1.92629193174711,0.447025952939884,1.35756570104282,0.132622366996438,0.660058108330144,0.0878973585532623,1.69009622779674,0.0806514521975792,1.43362220071068,2.42295947350678
ENSG00000271741,NA,NA,protein_coding,0.207382787043882,1.32670486373939,-0.0506497650915776,0.605711649377038,0.0149760759473956,0.883902642761726,0.0451542990316593,2.42070830292656,0.00271460290945516,2.42070830292656
ENSG00000276547,56101,PCDHGB5,protein_coding,1.44406075181666,0.373882178822446,0.640162530630388,0.0211485543237329,0.482993808656949,0.13559528144036,2.41839643287856,0.118168616797105,0.555504507654401,2.41839643287856
ENSG00000105948,79989,TTC26,protein_coding,1.17121288096867,0.432929385718618,-1.12437842174666,0.106833386509716,0.559414580771795,0.0129427108131803,1.13759087829288,0.109213458890662,2.12279807242644,2.41487572365003
ENSG00000269313,79917,MAGIX,protein_coding,1.1192673988477,-0.176287834110419,-0.103894945423386,0.00699485819312024,0.636212279153744,0.747781971882286,2.41226869835672,0.0346225697737789,0.0131141404595188,2.41226869835672
ENSG00000213889,147699,PPM1N,protein_coding,0.967975527361429,0.286227563075138,0.146211192042051,0.00328521652624267,0.322976005452426,0.534383932662851,2.4039052728583,0.140489000678471,0.0397908800069585,2.4039052728583
ENSG00000248712,283152,CCDC153,protein_coding,1.37680302149216,-0.916095081056897,0.141436991545386,0.018248575997455,0.117973194661449,0.72954435977407,2.39394519327314,0.850334716310801,0.0193695549542743,2.39394519327314
ENSG00000162882,23498,HAAO,protein_coding,0.948932727758388,-0.0911930201370961,0.00763598991827064,0.00319766580967649,0.768634173316687,0.974804615610068,2.3677455579116,0.010421566684004,8.46252713523498e-05,2.3677455579116
ENSG00000264324,NA,NA,protein_coding,-0.501859408400291,1.45567289814778,1.42825293951922,0.561818593634025,0.0646122984996277,0.110543738795668,0.125667548964378,1.73179193411383,1.3660751630341,2.3657579487357
ENSG00000235169,388588,SMIM1,protein_coding,0.630307332605127,0.654007697783039,-1.53587331439478,0.349462435943593,0.264493834871119,0.02912808254155,0.287798013005137,0.377744674163455,2.35862237723434,2.35862237723434
ENSG00000275895,7307,U2AF1,protein_coding,0.946069825118056,0.00726910491468313,0.0411372063828912,0.00327521375397761,0.981149003094216,0.875968953284655,2.35075679063201,6.00793925903627e-05,0.00236585364701519,2.35075679063201
ENSG00000111057,3875,KRT18,protein_coding,1.35571840744247,-0.018364545079479,-0.0688399651676123,0.0186092968990004,0.966591340445792,0.838205765895205,2.34575893653888,0.000271007427497171,0.00527653900015469,2.34575893653888
ENSG00000140488,60677,CELF6,protein_coding,1.2939848838388,-0.1203776555552,0.303737301669989,0.0154420510417204,0.814304036551469,0.509770994197912,2.3437883713611,0.010739301426306,0.0888810912635014,2.3437883713611
ENSG00000159388,7832,BTG2,protein_coding,0.674676873615491,0.143324227667252,0.220873115531909,0.000343383688633337,0.415329838360868,0.16136361388597,2.33722934748379,0.0546935094766655,0.174974442642668,2.33722934748379
ENSG00000228253,4509,ATP8,protein_coding,-0.134006664187121,1.27996491679641,0.876263311961536,0.764447001569896,0.0306846805824548,0.0454785441428701,0.0156322282682234,1.93668725968534,1.17611487461573,2.2777666935947
ENSG00000125740,2354,FOSB,protein_coding,0.466048048748974,1.03232993652412,0.940161512452529,0.300324856168571,0.0661319638918889,0.0104994822680802,0.243467565652269,1.21772460396967,1.86042179465856,2.26548139311715
ENSG00000170525,5209,PFKFB3,protein_coding,1.08260220723174,0.199961553770764,0.0172005883685449,0.00814035687583309,0.610199630644592,0.959832526746932,2.26194201822945,0.0428973641196642,0.000306248508743214,2.26194201822945
ENSG00000198064,613037,NPIPB13,protein_coding,0.228959129923006,0.920207613794364,1.38208606103196,0.71275219012345,0.184994476231712,0.0231915420704188,0.033671059239889,0.674366087871799,2.25925513683414,2.25925513683414
ENSG00000272414,100631383,FAM47E-STBD1,protein_coding,1.53996363289092,-1.79589373334673,0.463975003053233,0.118192798361339,0.133146819504671,0.543317085165094,1.42817610935888,1.57260883442127,0.122928617135302,2.24596236668717
ENSG00000173421,339834,CCDC36,protein_coding,-0.531862927441003,1.51201292288325,0.299111655365922,0.368157344184357,0.0328589818297392,0.539207885883837,0.230810709897692,2.24283816652765,0.0802348365592885,2.24283816652765
ENSG00000122477,127495,LRRC39,protein_coding,-0.15572717249769,-1.11864684086186,0.392231934966991,0.671522172978397,0.0104410283554262,0.204117980315228,0.0269314015855262,2.21632657612524,0.27068660777804,2.21632657612524
ENSG00000118557,83449,PMFBP1,protein_coding,0.540748462802708,-1.32838975975083,-0.273590149461224,0.233615085373717,0.0215082532550437,0.548614624240815,0.341482176607951,2.21495025541414,0.071333876401637,2.21495025541414
ENSG00000255152,100532732,MSH5-SAPCD1,protein_coding,0.76474964303873,-0.295610162011353,-1.45725119160697,0.3597646017564,0.695823633045912,0.0307921508719837,0.339534747429436,0.0465588443664095,2.20272257329699,2.20272257329699
ENSG00000261459,NA,NA,protein_coding,-1.44054104897295,-1.740836488187,1.69395159984288,0.227774522638385,0.142037059821479,0.131912032193231,0.925540212190934,1.47553009358904,1.49019562941299,2.19882849653373
