ENSEMBL,ENTREZID,SYMBOL,gene_type,logFC_C9,logFC_C12,logFC_C15,P.Value_C9,P.Value_C12,P.Value_C15,pi_value_C9,pi_value_C12,pi_value_C15,pi_value_C9_C12_C15
ENSG00000130529,54795,TRPM4,protein_coding,-1.80716091465266,-0.436754524822547,-1.42106126152415,0.0365374335359789,0.449355388500221,0.00985154618241552,2.59736364120064,0.151732909579663,2.85135317201307,7.40600105720887
ENSG00000284713,NA,NA,protein_coding,1.61364667707495,0.740248593784948,1.77975106046493,0.0478740968587478,0.409014407561529,0.0162827108982961,2.12985129036972,0.287409950684663,3.18268128074042,6.77863783262054
ENSG00000259171,NA,NA,protein_coding,-2.02988147550379,2.20627003925389,0.48506750406241,0.0919089949116211,0.0377581164301935,0.638472685549211,2.10426035838782,3.13949949424977,0.0945191272829636,6.60632433092838
ENSG00000277957,100533955,SENP3-EIF4A1,protein_coding,0.157197415923477,2.65522544801584,1.47035400895771,0.83259553449123,0.00946208283812215,0.148453058852932,0.012507557447186,5.3742114994963,1.21805721348423,6.54609708375135
ENSG00000259753,NA,NA,protein_coding,2.66212855913308,0.214289681728524,2.06560625029692,0.0773884740711244,0.898921567799519,0.102027595427645,2.95848660434622,0.00991694062732326,2.04759901511786,6.05779425729872
ENSG00000258465,NA,NA,protein_coding,4.28411821802925,-1.6112780746196,1.48034182668208,0.0412723459605105,0.470133093458449,0.280978035036425,5.93067983273213,0.528143401244954,0.816153349377263,5.93067983273213
ENSG00000285708,27086,FOXP1,protein_coding,-1.36422094813314,-0.745897230178845,-1.79029483020188,0.121149444386522,0.178955125851615,0.00236598873619139,1.25055211236754,0.557376074345684,4.7012915361645,5.87921006140613
ENSG00000186792,8372,HYAL3,protein_coding,0.21855494291577,0.916909809106993,1.09246359599134,0.53374314329292,0.0146150085243209,0.00076579950718147,0.059592871657969,1.68271373164922,3.40399084163642,5.72794213162978
ENSG00000244693,100142659,CTAGE8,protein_coding,1.96593136350878,0.813467630901825,1.90944153843941,0.0589363017638408,0.506888065372533,0.0627829276629279,2.41734286030529,0.240044482639881,2.29545125416133,5.54889270042571
ENSG00000226174,647310,TEX22,protein_coding,0.158301180248049,-1.23076738838744,-0.988659083445169,0.774471957599061,0.0104671634945279,0.00602723930021837,0.0175705291236495,2.43712988063782,2.19470607374874,5.34878375155037
ENSG00000066468,2263,FGFR2,protein_coding,1.24046342174378,0.419837175808349,1.38985875066303,0.0423603951342389,0.51066465884969,0.00702634672316408,1.7032058934687,0.12253544017402,2.99274174030384,5.09725536971526
ENSG00000162526,81629,TSSK3,protein_coding,1.81155912287704,-1.43632733385646,-0.203554005749644,0.0240726557832835,0.0625590142579029,0.689860911179351,2.93196495232153,1.72892172307923,0.0328207348822624,5.06913789737566
ENSG00000168772,80319,CXXC4,protein_coding,0.114216530429358,1.16954637239603,1.54635354206194,0.852829566045312,0.0637429217561555,0.00456405409095619,0.00789667413902882,1.39827225693218,3.61947120770414,5.06100617449749
ENSG00000183054,727851,RGPD8,protein_coding,1.90855045660328,-1.60811393722956,0.523013598603907,0.0437104107067754,0.0725662803111242,0.310109994917893,2.59451233429155,1.83206814650827,0.265944170168601,4.75332340337836
ENSG00000284194,9997,SCO2,protein_coding,0.758241517765232,-2.68477026805038,-1.61500253041579,0.679406833828466,0.0781159287370171,0.113532899696378,0.127286071134055,2.97273979942955,1.52598079677528,4.53634384773909
ENSG00000118307,55259,CASC1,protein_coding,-1.82844974986151,0.158756522002445,-1.17497882461546,0.0287622521295691,0.793106479360334,0.0426624675690078,2.81796490313111,0.015981781268107,1.60966697459951,4.53598504015064
ENSG00000198796,115701,ALPK2,protein_coding,-0.0606007668846511,-1.31934892923782,-1.71903566452817,0.950669038022912,0.100266026990767,0.0111179857633213,0.00133143825294992,1.31782665586423,3.35895079830412,4.42651489774162
ENSG00000255330,387104,SOGA3,protein_coding,1.71258147213703,-1.57929829390696,-0.216025135601152,0.0510796993580597,0.0552216587026821,0.676639898604482,2.21222997244215,1.98658440351816,0.0366470218754379,4.394781560249
ENSG00000113389,4883,NPR3,protein_coding,-0.131911449201131,1.47689008117435,1.50042057824986,0.86161400584192,0.0579771837119409,0.0283400631177252,0.00853298889781355,1.82653329933265,2.32204966682675,4.24130103916334
ENSG00000170917,11162,NUDT6,protein_coding,-0.714269592533747,-0.336652198273705,-1.06645416547856,0.0571317612643929,0.241118546389789,0.000130901076058811,0.887924521013284,0.207973420885374,4.14110208140567,4.14110208140567
ENSG00000283765,NA,NA,protein_coding,-1.59307870019714,-1.18970207715719,-2.44886953245167,0.33305897872135,0.273503985188584,0.0215438148982389,0.760661392078963,0.669845504688053,4.08147548320761,4.08147548320761
ENSG00000118257,8828,NRP2,protein_coding,1.34617032065788,-1.1522748538298,-0.537807614693828,0.0185672915858825,0.0317171383543142,0.153530377299071,2.33055930915755,1.7269212409474,0.437670893093546,4.02469237427187
ENSG00000213214,445328,ARHGEF35,protein_coding,1.43536970310872,-0.16035808551375,0.505251976830762,0.00164827821206004,0.71919928573818,0.15713698797879,3.99459007928537,0.0229553806247945,0.406081914954902,3.99459007928537
ENSG00000116299,57535,KIAA1324,protein_coding,-0.555809258651713,-1.26110414796797,-1.44507419448595,0.529492450491004,0.072665582578354,0.0137142211163233,0.153481295235015,1.43598302425015,2.69192590366929,3.86555990020835
ENSG00000283239,104266957,KBTBD11-OT1,protein_coding,2.51181187774207,-1.04576649231651,-0.129685054457858,0.0293588729037664,0.374431013124657,0.881526643306996,3.84875042796523,0.446153462629405,0.00710214456045142,3.84875042796523
ENSG00000138180,55165,CEP55,protein_coding,1.93478863169266,-0.752892458741149,0.925657394427577,0.0116841567737021,0.314831206165351,0.0780952453180691,3.73879062965124,0.377893459415459,1.02505023345195,3.83244820775196
ENSG00000242852,163051,ZNF709,protein_coding,2.38285531558694,-1.52576853577579,0.940323366257587,0.039006293841489,0.179634907844722,0.138354524370982,3.3571221975152,1.13762715573904,0.807744010004835,3.8191533770276
ENSG00000088881,57593,EBF4,protein_coding,-1.42005238381101,0.980037815101668,0.0515422849182522,0.0134092417552827,0.0346289055928671,0.904545973317131,2.65918410024628,1.43140524021549,0.00224566412651267,3.80637005579023
ENSG00000140488,60677,CELF6,protein_coding,0.498525626995572,-1.75761864481284,-0.494048634452196,0.517422645962411,0.0071256054989205,0.233692676814475,0.142655385180325,3.77392048294813,0.311920024620167,3.77392048294813
ENSG00000112414,57211,ADGRG6,protein_coding,-0.39177633612372,1.3769751238768,1.07513060802709,0.49313789996042,0.0178304290602655,0.0369320984994781,0.120287722616459,2.40810670549713,1.54022782447922,3.70903295212167
ENSG00000154380,55740,ENAH,protein_coding,-1.22209369819886,0.00652733868043798,-1.41961468350396,0.0922446179673535,0.990220735592724,0.00914473778806482,1.26493903648105,2.7858574572646e-05,2.89435122038043,3.66117784394579
ENSG00000274588,139189,DGKK,protein_coding,-1.69711279244909,1.13157974159063,0.123374969564229,0.0281349487444863,0.0598289766008494,0.826859894136598,2.63180423359455,1.38402208489912,0.0101868334317669,3.64247518242586
ENSG00000036448,9172,MYOM2,protein_coding,2.24173329680028,-3.87523713385182,-1.89068662369483,0.491166676902548,0.173999202683057,0.223488865859135,0.692182468251184,2.94305946635699,1.23035318119925,3.6210025768909
ENSG00000180834,79929,MAP6D1,protein_coding,1.31644519266262,0.580026845314745,1.99759461697077,0.199264156751146,0.595187007551057,0.0180705937694158,0.92226308063237,0.130707052938875,3.48186250507884,3.48186250507884
ENSG00000171241,79801,SHCBP1,protein_coding,1.53870827807693,-0.612923745036161,0.671139496129181,0.00624683326729952,0.25872225904644,0.0743062392764511,3.39183633732827,0.359888109546065,0.757699523567368,3.39183633732827
ENSG00000063127,28968,SLC6A16,protein_coding,-1.27442530630624,0.851512274414842,0.129128398727826,0.00955104707448132,0.0300926011670802,0.718226446499346,2.5742741414148,1.29561021656999,0.0185607362018519,3.33525587786895
ENSG00000270757,100529241,HSPE1-MOB4,protein_coding,2.79381432352978,-0.809949362202909,0.446309055380973,0.06480915203337,0.605921922223627,0.699307594143086,3.32006741722649,0.176231482977898,0.0693259690703762,3.32006741722649
ENSG00000143921,64241,ABCG8,protein_coding,-0.677541945844419,1.28203220794635,0.497275330251847,0.117441990042822,0.00278862720783964,0.194651654356089,0.630233662383619,3.27509170857096,0.353434413461687,3.27509170857096
ENSG00000196993,100507607,NPIPB9,protein_coding,-0.853012539548164,1.9111090254153,1.07933539873949,0.306350386431823,0.0216675049346439,0.168190678846431,0.43826211967523,3.18045062330644,0.835619389644449,3.18045062330644
ENSG00000267059,NA,NA,protein_coding,2.10935368504774,1.10806240130119,1.78735900495205,0.0934477372967626,0.464815346309196,0.155350776697187,2.17143451626867,0.368674014387382,1.44541322502092,3.13862016708163
ENSG00000107249,169792,GLIS3,protein_coding,0.617221491196784,0.766430292531029,1.46552005075504,0.33717628833081,0.255963853201083,0.00840777186210453,0.291416790721352,0.453589818621396,3.04142172497782,3.04142172497782
ENSG00000240764,56097,PCDHGC5,protein_coding,-1.82827543821914,0.402694325587901,-0.76029021687097,0.0230983385191896,0.486669520266315,0.164490327203943,2.99182513623519,0.125949034011441,0.595960812269162,2.99182513623519
ENSG00000137878,145781,GCOM1,protein_coding,-0.517587367394447,1.40446285007112,1.0260665570623,0.381616059592255,0.0205873107638689,0.0611741213480132,0.216544764499223,2.36848668375733,1.24506226100068,2.94891338562889
ENSG00000285130,9414,TJP2,protein_coding,-1.42982301531004,-0.817557266788213,-1.99263296096646,0.312142754566415,0.421509281250641,0.034103130500815,0.722985348507092,0.306741647639701,2.92360254407764,2.92360254407764
ENSG00000143195,387597,ILDR2,protein_coding,-1.29237194632202,0.944343615822339,-0.275720996021253,0.0212147500105413,0.0425548074113618,0.536294423384863,2.16260621015392,1.2947436088035,0.0746091968800795,2.80002056895553
ENSG00000189253,642446,TRIM64B,protein_coding,2.03856457294044,-0.760716445985135,0.89902421716426,0.0452069309901018,0.448277058145477,0.184607768039071,2.74145139464889,0.265074298086255,0.659659044890597,2.74145139464889
ENSG00000255073,386607,ZFP91-CNTF,protein_coding,1.74124672193333,-2.51131586314012,-1.30059442574275,0.283190288375083,0.0827092124367478,0.197084020296686,0.954066766951286,2.7183640984365,0.917372440689546,2.7183640984365
ENSG00000260537,NA,NA,protein_coding,2.4480890232685,-2.01146398425783,0.948310291632987,0.148254582054838,0.218203996063627,0.314112811826978,2.0294459099624,1.3298538681088,0.476918853461875,2.69886649348108
ENSG00000135547,23493,HEY2,protein_coding,-1.88841987856214,0.672808403415522,-0.447744330420235,0.0373489903447693,0.319971067213,0.494083116328669,2.69613697043663,0.332965673188931,0.137099307906714,2.69613697043663
ENSG00000285713,NA,NA,protein_coding,0.484036816368263,-0.914159751599654,-1.52188097714722,0.561761875756128,0.218406747152807,0.0169377773273936,0.121225925642953,0.604016382941134,2.6954697235488,2.6954697235488
ENSG00000258643,100529063,BCL2L2-PABPN1,protein_coding,-1.96439270992045,-0.606829537706577,-1.47539348611574,0.146059372547207,0.489353665341593,0.0772409730019356,1.64119229581434,0.188346025115553,1.6408622059707,2.69297041093203
ENSG00000153976,9955,HS3ST3A1,protein_coding,-0.152601322633076,-1.29777972861986,-1.79373274894223,0.900188334203059,0.173932616937085,0.0320970600309979,0.00696878653693789,0.985818099093365,2.67900218468879,2.67900218468879
ENSG00000259522,NA,NA,protein_coding,2.36003295095824,-0.844700625646561,1.13401566634017,0.0787567957923461,0.546056126355737,0.221958249942722,2.60479659721435,0.221955830653432,0.741338596513711,2.60479659721435
ENSG00000154263,10349,ABCA10,protein_coding,-0.990969433264225,0.556424403616592,-0.109777170122735,0.00276159371932561,0.0366057510913863,0.647227857889053,2.53573243636104,0.799276211659369,0.0207416056962416,2.53573243636104
ENSG00000108924,3131,HLF,protein_coding,1.00921386159716,-0.859548247780238,-0.352871760437507,0.0151279112058118,0.0256020867274973,0.223746954003118,1.83699229795004,1.36816412145689,0.229452345639829,2.51330695344789
ENSG00000169435,166824,RASSF6,protein_coding,1.53725112036389,-0.931307270497551,0.537955731505919,0.0236093156668923,0.149960155230077,0.20739197690531,2.50097936774703,0.76741965280481,0.36753568554941,2.50097936774703
ENSG00000105889,256227,STEAP1B,protein_coding,-1.24701949058576,0.638425173481683,-0.297224214757949,0.0101263939826016,0.0996246246146819,0.402957644303792,2.48723671398952,0.639467914602802,0.117326465175631,2.48723671398952
ENSG00000145244,10699,CORIN,protein_coding,-1.21072284294986,0.106496250667208,-0.883551278418639,0.0336753516507964,0.804857812955675,0.0270758558785265,1.78301683325874,0.0100405555208562,1.38489400654167,2.46928932594294
ENSG00000196735,3117,HLA-DQA1,protein_coding,2.89584629915118,-1.18353579554762,1.14481286005548,0.142524426201887,0.558049773800257,0.365129266463134,2.45020653571681,0.299821647711858,0.500916708157977,2.45020653571681
ENSG00000283528,NA,NA,protein_coding,-1.52776146620539,1.8067412099762,-0.213249592473765,0.175733697401668,0.0681228766429546,0.840412247814901,1.15368136120832,2.10793765526607,0.0161019706852821,2.43188838346964
ENSG00000176720,666,BOK,protein_coding,1.51237441588976,-2.12016085371157,-0.688042365124283,0.238097823511051,0.0721275534121977,0.343574930664565,0.942579149361054,2.42100913244785,0.319236886851254,2.42100913244785
ENSG00000283580,79078,C1orf50,protein_coding,0.989010176998352,-0.0626245646538498,0.728481029354588,0.0140974210898686,0.872756081875551,0.0155701970780695,1.83051970028843,0.00370155741276285,1.31687944778134,2.41057377206869
ENSG00000122952,11130,ZWINT,protein_coding,1.40433132613522,-0.920453202589706,-0.204179551236911,0.0201810018337506,0.110198150544417,0.6230002222199,2.38042203527888,0.881633727737546,0.0419613067775207,2.38042203527888
ENSG00000214435,57412,AS3MT,protein_coding,-1.04013799814822,-0.193111543869687,-1.44338291001718,0.235456845672101,0.779407673566388,0.0229800078694887,0.653298900569305,0.0209014902730728,2.36519915568449,2.36519915568449
ENSG00000285000,NA,NA,protein_coding,-1.85224487994336,-0.932393009700073,-2.40694081223551,0.415530654988793,0.532520132637389,0.107242439820497,0.706440513492019,0.255162371230437,2.3338499967419,2.3338499967419
ENSG00000168903,10917,BTNL3,protein_coding,0.301342961742397,1.64659570437471,1.86844804147554,0.784233557001751,0.187734062526943,0.0907248198395649,0.0318081292721943,1.19618084668899,1.9474346001261,2.32948396885026
ENSG00000133477,113828,FAM83F,protein_coding,1.33014736683712,-0.828776230238256,0.184956609573885,0.0177897583977436,0.12160060562039,0.61976860753562,2.32753170042962,0.758383509564878,0.0384285134489528,2.32753170042962
ENSG00000205238,441273,SPDYE2,protein_coding,-1.47554042802443,0.535093634226712,-0.272136487977055,0.0268514963425065,0.289060739233525,0.555869646865772,2.31812050307047,0.28842129655672,0.0694021629678563,2.31812050307047
ENSG00000276368,8331,HIST1H2AJ,protein_coding,1.68957358188083,-0.454096760239149,1.01880227173918,0.0508751615737654,0.596718596577046,0.0918132717416789,2.18545362609213,0.10182231057147,1.05659426965527,2.30913777792628
ENSG00000141448,2627,GATA6,protein_coding,-1.67896068324399,-0.322442898248748,-1.36598919691225,0.135385568857385,0.681295859781639,0.07019729380996,1.45805584012766,0.0537397038849297,1.57591391144396,2.29777048211928
ENSG00000158747,4681,NBL1,protein_coding,1.50934680814361,-0.658161356814867,0.727193680333798,0.0308219630114783,0.327100580449056,0.114864765910791,2.28083389051494,0.319418004343266,0.683426196576039,2.28083389051494
ENSG00000148019,84131,CEP78,protein_coding,-1.03748825551175,-0.0924872643824957,-0.874427721960213,0.0349177578424054,0.832255262984339,0.0188867268595356,1.51157230196454,0.00737525352327808,1.50737637019958,2.27850836982954
ENSG00000114638,7348,UPK1B,protein_coding,-1.93251361858402,0.761507949716428,-0.633564463476813,0.0662930893912875,0.325710650806284,0.405533168000054,2.27752864041051,0.37098233506614,0.24834055603176,2.27752864041051
ENSG00000166803,9768,PCLAF,protein_coding,1.45341464903678,-0.266572013719807,0.80303644810592,0.0274917466932188,0.68497575484217,0.105164538939755,2.26848619238222,0.0438043929382866,0.785474585326783,2.26848619238222
ENSG00000177380,8541,PPFIA3,protein_coding,-1.25787318224263,0.761471330902334,-0.0691202402666098,0.0162067429222127,0.06818811032979,0.858829911975745,2.25197571265388,0.888097422560191,0.0045683528449984,2.25197571265388
ENSG00000277277,102723451,FAM243B,protein_coding,-1.63227566871333,0.476183877787933,-0.427780588795029,0.0419135503604195,0.42039617325971,0.444507127052717,2.24869731127186,0.179207633833837,0.15063064477713,2.24869731127186
ENSG00000260170,NA,NA,protein_coding,0.374832666009056,1.4208344926614,2.07941621928993,0.773136072731493,0.323620035293526,0.0836637952907961,0.0418853250772013,0.696158602565458,2.24049286956089,2.24049286956089
ENSG00000171680,57449,PLEKHG5,protein_coding,1.46620417873297,-1.17598841983044,0.328567907650091,0.0503974636542011,0.100053225400501,0.482243183149981,1.90253381520174,1.17571665657102,0.104068595692561,2.2368406962223
ENSG00000275395,8857,FCGBP,protein_coding,0.031266718831827,0.876827350548609,1.02819541590009,0.947615631397008,0.0617405283728803,0.00921639354068089,0.000730633931551208,1.06046100284273,2.09282903795612,2.21936358036933
ENSG00000256500,NA,NA,protein_coding,-0.0296151632216759,-1.77520628754261,-1.32769851122788,0.982078150948507,0.103885572207797,0.112528188965612,0.000232596038870045,1.74581732807376,1.25963892054085,2.19909945459635
ENSG00000163293,152519,NIPAL1,protein_coding,-1.23103122316968,-0.238407825663491,-1.04075988116149,0.0845146770760385,0.647606473419053,0.0277551799461796,1.32098004467054,0.044984890999569,1.62010506428476,2.14012646018984
ENSG00000134184,2944,GSTM1,protein_coding,-1.6624846866711,2.87036780159345,1.5879480184397,0.445543592431772,0.180329817730533,0.443071330379211,0.583714662084152,2.1353597690587,0.561381468156161,2.1353597690587
ENSG00000146250,167681,PRSS35,protein_coding,1.09911709080249,-1.86769433177881,-0.548337147056703,0.341191521508558,0.0726325042695131,0.427802054756972,0.513289626224608,2.12705914175994,0.202203234715129,2.12705914175994
ENSG00000154274,55286,C4orf19,protein_coding,-1.12511458650532,0.532180768475498,-0.232935656201264,0.0128937236047692,0.134986156262764,0.474569423095167,2.12604087435093,0.462843345418149,0.0754013294879769,2.12604087435093
ENSG00000151090,7068,THRB,protein_coding,-1.14381673665847,0.487677276003759,-0.152420726796981,0.0140007996358348,0.18003299244772,0.64233198812356,2.12046140824216,0.363147859335779,0.0293014290460633,2.12046140824216
ENSG00000185897,2865,FFAR3,protein_coding,1.64038341923513,-1.02442981575827,0.468334093844078,0.0511079485882495,0.205223321349768,0.384268727074773,2.11857413360829,0.704575462724031,0.194529571344369,2.11857413360829
ENSG00000186047,220107,DLEU7,protein_coding,-0.385684586689547,-0.388266884936894,-0.84380334889083,0.317940449850753,0.224789765179957,0.00326393702453857,0.191937560466747,0.251683706024654,2.09791302005375,2.09791302005375
ENSG00000186281,150763,GPAT2,protein_coding,0.796130568175186,-1.33736121197134,-0.515715054877995,0.234509412905746,0.0271546176428117,0.21101156144228,0.501434654603048,2.09451669822647,0.348465438748873,2.09451669822647
ENSG00000273217,NA,NA,protein_coding,2.75134954817826,-3.05857596205467,-0.965383696301796,0.36403814391678,0.272639203804998,0.575180168378162,1.2074383020381,1.72629604361814,0.231881395375077,2.08439596372138
ENSG00000158286,388591,RNF207,protein_coding,1.03525734581704,-0.319854574922261,0.375720196328125,0.0100990269541709,0.408051104805651,0.194351865566225,2.06608427539011,0.124514729557189,0.267291588143165,2.06608427539011
ENSG00000106624,165,AEBP1,protein_coding,-0.368032624624857,1.08336106620019,0.962061696654617,0.49414732321392,0.0429786386151285,0.035628630187534,0.112670815269994,1.48068086120143,1.39325859054317,2.06297132972176
ENSG00000050165,27122,DKK3,protein_coding,1.23053044967332,-0.205442763203197,0.446855595128048,0.0213810167858688,0.693793494276528,0.274016579049538,2.05495095991095,0.0326181016728997,0.251232564716303,2.05495095991095
ENSG00000168502,23255,MTCL1,protein_coding,0.882581970296487,0.272797097882796,0.916780969989588,0.0502128899040496,0.547090206442224,0.0111635206972129,1.14663706550837,0.0714567608574017,1.78973872607117,2.05218076088893
ENSG00000188171,199777,ZNF626,protein_coding,1.32513960466474,-0.590670002168495,0.578073191671405,0.0283331494991766,0.300791170230675,0.147762830689067,2.05092538641043,0.308173164362076,0.480052093992399,2.05092538641043
ENSG00000198963,6096,RORB,protein_coding,-0.63753651157479,-0.482264673039979,-1.41947138026744,0.478280178497592,0.505052939561907,0.0363882843010232,0.204214176358509,0.143070131392245,2.04267385344914,2.04267385344914
ENSG00000242689,1270,CNTF,protein_coding,-0.112536929002466,0.805352943092345,0.413068342761772,0.675068125831667,0.00295613774566677,0.0797404849660135,0.0192046967160062,2.0369593334865,0.45368168790363,2.0369593334865
ENSG00000240563,54596,L1TD1,protein_coding,1.24519176285142,-1.52210348780603,-0.454691044222602,0.147268228911131,0.051730431829976,0.390819788728571,1.03586374121731,1.95781154163599,0.185524610537017,2.02802598811747
ENSG00000272921,NA,NA,protein_coding,2.50747171166217,-1.81832491181203,0.396583588640961,0.155613317015587,0.294800785180495,0.699011160892982,2.02591989332641,0.964569296345237,0.0616750497288679,2.02591989332641
ENSG00000173578,2829,XCR1,protein_coding,-0.920185041166627,-0.161039948197753,-1.09229745481711,0.132615225433052,0.7375508217766,0.0146520062968174,0.807376439489377,0.0212907773243551,2.00338593321926,2.00338593321926
ENSG00000148143,58499,ZNF462,protein_coding,-1.54349394999091,0.647996918883435,-0.590371134554041,0.0510675964090065,0.299389402910761,0.318235874273315,1.9939697324146,0.339397183384632,0.293562557054224,1.9939697324146
ENSG00000255152,100532732,MSH5-SAPCD1,protein_coding,1.20856731961389,-1.34652172234386,-0.253026426625435,0.108509707473029,0.0537345561685675,0.575761412033715,1.16570113762117,1.70974102048338,0.0606649696228823,1.99304705261505
ENSG00000270316,100528007,BORCS7-ASMT,protein_coding,0.383397112077013,0.643228385020929,1.68483477933397,0.751164164803205,0.572684563416518,0.0660413055495526,0.0476428953448274,0.155715636792869,1.98841563872871,1.98841563872871
ENSG00000213934,3047,HBG1,protein_coding,-2.54496546604485,-1.45266320497198,-3.15773447018706,0.574313612958679,0.560962435428893,0.236614515899196,0.612957196275176,0.364714659928295,1.97661109758331,1.97661109758331
ENSG00000239920,NA,NA,protein_coding,-1.69980886300207,0.273887747530785,-0.82231423737162,0.0693045266482403,0.67814865512685,0.192522933796615,1.97048370388684,0.0461980418839294,0.588380251076156,1.97048370388684
ENSG00000188394,NA,NA,protein_coding,0.11108331058898,-1.71860959088311,-0.856435078553551,0.923363309461298,0.0715096617723264,0.188197400178717,0.00384652472517346,1.96889977313896,0.621246341641256,1.96889977313896
ENSG00000100197,1565,CYP2D6,protein_coding,-0.622082259423241,1.17156050148056,0.63693393217317,0.241369856640699,0.0213182096800376,0.164294190977764,0.384021933929736,1.95796963345202,0.499596831262895,1.95796963345202
ENSG00000162174,80150,ASRGL1,protein_coding,0.839585638380872,-0.193215821191161,0.471010847242265,0.0046801926579712,0.483831941085252,0.0264665750826603,1.95601311268923,0.0609220042015096,0.742926471535239,1.95601311268923
ENSG00000112139,266727,MDGA1,protein_coding,-2.20217793734933,0.440443690393485,-1.68663323083177,0.199166415496807,0.700768262750695,0.178272361431271,1.54325082755257,0.0680157702558884,1.2631465835676,1.9493520104109
ENSG00000267426,NA,NA,protein_coding,-0.561375755486293,1.83270827830125,0.521152887828963,0.585856446596232,0.0865215944339769,0.609507154134587,0.130356383156113,1.9479407018308,0.112058915391094,1.9479407018308
ENSG00000010319,56920,SEMA3G,protein_coding,1.4006900813484,-0.863239264543302,0.2124930335051,0.0408538361139058,0.187835111256449,0.646759418714086,1.94523238297616,0.626904401411705,0.0402158446077502,1.94523238297616
ENSG00000284755,55924,INKA2,protein_coding,2.12289635675137,0.694464642764152,2.30635532092646,0.29695329279488,0.761006600554103,0.1768392102144,1.11942841509666,0.0823715460189966,1.73535117644181,1.94260141708038
ENSG00000127329,5787,PTPRB,protein_coding,-1.27908863673482,0.695825122253224,-0.295486505507304,0.032300555489342,0.13568165095416,0.49764121314576,1.906852560037,0.603613598162641,0.0895571315306002,1.906852560037
ENSG00000206140,645426,TMEM191C,protein_coding,-0.308122533582871,-0.667249811893748,-1.02859720539949,0.600583646886507,0.164421300720191,0.0142911678969363,0.068226493335459,0.523151823942277,1.89769218584109,1.89769218584109
ENSG00000282034,NA,NA,protein_coding,1.04689160899883,-1.29245318890869,0.0407233777205875,0.111842547440526,0.0340266688021758,0.917462135678841,0.996005295743874,1.89755465453202,0.00152353691307608,1.89755465453202
